,0,1
2618,turbotech-engineering-ltd,turbotech
2619,tuticorin-alkali-chemicals-&-fertilisers-ltd,tuticoralk
2620,tutis-technologies-ltd,tutistech
2621,tv-today-network-ltd,tvtoday
2622,tv-vision-ltd,tvvision
2623,tvs-electronics-ltd,tvselect
2624,tvs-srichakra-ltd,tvssrichak
2625,twilight-litaka-pharma-ltd,twilitaka
2626,twinstar-industries-ltd,twinstarind
2627,tyche-industries-ltd,tycheind
2628,tyroon-tea-company-ltd,tyroontea
2629,ucal-fuel-systems-ltd,ucalfuel
2630,uco-bank,ucobank
2631,udaipur-cement-works-ltd,jkudyog
2632,uflex-ltd,uflex
2633,ufo-moviez-india-ltd,ufo
2634,ugar-sugar-works-ltd,ugarsugar
2635,ujaas-energy-ltd,mbswitch
2636,umang-dairies-ltd,jkdairy
2637,uni-abex-alloy-products-ltd,uniabexalloy
2638,unichem-laboratories-ltd,unichemlab
2639,unimode-overseas-ltd,unimodeoseas
2640,union-quality-plastics-ltd,unionqlty
2641,uniphos-enterprises-ltd,unienter
2642,uniply-industries-ltd,uniply
2643,unique-organics-ltd,uniqueorgani
2644,uniroyal-industries-ltd,uniroyalind
2645,uniroyal-marine-exports-ltd,uniroyalmari
2646,unishire-urban-infra-ltd,unishireurbn
2647,unistar-multimedia-ltd,unistarmulti
2648,unisys-softwares-&-holding-industries-ltd,unisyssoft
2649,unitech-international-ltd,unitechint
2650,unitech-ltd,unitech
2651,united-bank-of-india,unitedbnk
2652,united-breweries-,ubholdings
2653,united-interactive-ltd,unitedintera
2654,unity-infraprojects-ltd,unity
2655,universal-arts-ltd,universalart
2656,universal-cables-ltd,univcables
2657,universal-credit-&-securities-ltd,univcredit
2658,unjha-formulations-ltd,unjhaformula
2659,unno-industries-ltd,unnoind
2660,upasana-finance-ltd,upasanafin
2661,upper-ganges-sugar-&-industries-ltd,uperganges
2662,upsurge-investment-&-finance-ltd,upsurgeinv
2663,urja-global-ltd,urjaglobal
2664,usg-tech-solutions-ltd,usgtechsol
2665,usha-martin-ltd,ushamart
2666,ushdev-international-ltd,ushdevint
2667,usher-agro-ltd,usheragro
2668,uti-mutual-fund-uti-gold-exchange-traded-fund,goldshare
2669,uti-mutual-fund-uti-nifty-etf,utiniftetf
2670,uttam-galva-steels-ltd,uttamstl
2671,uttam-sugar-mills-ltd,uttamsugar
2672,uttam-value-steels-ltd,lloydsteel
2673,utv-software-communications-ltd,utvsof
2674,uv-boards-ltd,uvboards
2675,v-mart-retail-ltd,vmart
2676,v2-retail-ltd,v2retail
2677,vaarad-ventures-ltd,vaaradven
2678,vadilal-enterprises-ltd,vadilalent
2679,vadilal-industries-ltd,vadilalind
2680,vaghani-techno-build-ltd,vaghanitech
2681,vaibhav-global-ltd,vaibhavgem
2682,vaishnavi-gold-ltd,vaishnavigld
2683,valecha-engineering-ltd,valechaeng
2684,valiant-communications-ltd,valiantcomm
2685,vallabh-steels-ltd,vallabhsteel
2686,valson-industries-ltd,valsonind
2687,value-industries-ltd,valueind
2688,valuemart-info-technologies-ltd,vmartinfo
2689,valuemart-retail-solutions-ltd,vmartretail
2690,vama-industries-ltd,vamaind
2691,vamshi-rubber-ltd,vamshirubber
2692,vandana-knitwear-ltd,vandanaknit
2693,vani-commercials-ltd,stk-538918
2694,vantage-corporate-services-ltd,vantagecorp
2695,vardhman-concrete-ltd,vardhmancon
2696,vardhman-holdings-ltd,vhl
2697,vardhman-industries-ltd,vardhmanind
2698,vardhman-polytex-ltd,vardmnpoly
2699,vardhman-special-steels-ltd,vssl
2700,varun-shipping-company-ltd-,varunship
2701,vas-infrastructure-ltd,vasinfra
2702,vascon-engineers-ltd,vasconeq
2703,vaswani-industries-ltd,vaswani
2704,vax-housing-finance-corporation-ltd,vaxhsgfncorp
2705,vb-desai-financial-services-ltd,vbdesaifin
2706,vbc-ferro-alloys-ltd,vbcferroallo
2707,vccl-ltd,vcclltd
2708,vcu-data-management-ltd,vcudatamgmt
2709,vedavaag-systems-ltd,vedavaagsys
2710,veer-energy-&-infrastructure-ltd,veerenergy
2711,veerhealth-care-ltd,niyatileas
2712,velan-hotels-ltd,velanhotels
2713,venkat-pharma-ltd,venkatpharma
2714,venmax-drugs-and-pharmaceuticals-ltd,venmaxdrugs
2715,ventura-textiles-ltd,venturatex
2716,venus-power-ventures-,venuspower
2717,venus-remedies-ltd,venusrem
2718,veritas-,veritasindia
2719,veronica-production-ltd,shreychemi
2720,vertex-securities-ltd,vertexsec
2721,vertex-spinning-ltd,vertexspin
2722,vertical-industries-ltd,verticalind
2723,vesuvius-india-ltd,vesuvius
2724,veto-switchgears-&-cables-ltd,veto
2725,vhcl-industries-ltd,vhclind
2726,viceroy-hotels-ltd,viceroy
2727,victoria-mills-ltd,victoriamill
2728,videocon-industries-ltd,videoind
2729,vidhi-specialty-food-ingredients-ltd,vidhidyes
2730,vijay-shanthi-builders-ltd,vijshan
2731,vijay-solvex-ltd,vijaysolvex
2732,vijay-textiles-ltd,vijaytextile
2733,vijaya-bank,vijayabank
2734,vikalp-securities-ltd,vikalpsec
2735,vikas-ecotech-ltd,vikasglob
2736,vikas-wsp-ltd,vikaswsp
2737,vikash-metal-&-power-ltd,vikashmet
2738,vikram-thermo-,vikramthermo
2739,vimal-oil-&-foods-ltd,vimaloilfood
2740,vimta-labs-ltd,vimtalabs
2741,vinaditya-trading-company-ltd,vinadityatr
2742,vinati-organics-ltd,vinatiorga
2743,vinayak-polycon-international-ltd,vinayakpoly
2744,vindhya-telelinks-ltd,vindhyatel
2745,vinyl-chemicals-india-ltd,vinylindia
2746,vip-clothing-ltd,maxwell
2747,vip-industries-ltd,vipind
2748,vippy-spinpro-ltd,vippyspinpro
2749,vipul-ltd,vipul
2750,vipul-organics-ltd,vipuldyechem
2751,virat-industries-ltd,viratind
2752,virinchi-ltd,virinchitech
2753,virtual-global-education-ltd,virtualg
2754,virtualsoft-systems-ltd,virtualsoft
2755,visa-steel-ltd,visasteel
2756,visagar-financial-services-ltd,visagarfin
2757,visagar-polytex-ltd,visagarpoly
2758,visaka-industries-ltd,visakaind
2759,vishnu-chemicals-ltd,vishnuchem
2760,vishwamitra-financial-services-ltd,blueblendfin
2761,vision-cinemas-ltd,visioncinema
2762,vision-corporation-ltd,visioncorp
2763,vista-pharmaceuticals-ltd,vistapharma
2764,vistar-amar-ltd,stk-538565
2765,vitan-agro-industries-ltd,stk-538548
2766,vivanza-biosciences-ltd,iveeinjectaa
2767,vivimed-labs-ltd,vivimedlab
2768,vjtf-eduservices-ltd,artheonfin
2769,vkj-infradevelopers-ltd,vkjinfradev
2770,vks-projects-ltd,vkspl
2771,vls-finance-ltd,vlsfinance
2772,vms-industries-ltd,vmsind
2773,volant-textile-mills-ltd,volanttex
2774,voltaire-e-retail-ltd,voltairelea
2775,voltamp-transformers-ltd,voltamp
2776,vora-constructions-ltd,voraconst
2777,vsf-projects-ltd,vsfprojects
2778,vst-industries-ltd,vstind
2779,vyapar-industries-ltd,vyaparind
2780,vybra-automet-ltd,vybraauto
2781,wagend-infra-venture-ltd,wagendinfra
2782,walchand-peoplefirst-ltd,walchandppl
2783,walchandnagar-industries-ltd,walchannag
2784,wall-street-finance-ltd,wallstfin
2785,wallfort-financial-services-ltd,wallfortfin
2786,warren-tea-ltd,warrentea
2787,waterbase-ltd,waterbase
2788,we-internet-ltd,nivyahinfra
2789,websol-energy-systems-ltd,webelsolar
2790,weizmann-forex-ltd,weizforex
2791,weizmann-ltd,weizmanind
2792,welcast-steels-ltd,welcaststeel
2793,welspun-corp-ltd,welcorp
2794,welspun-enterprises-ltd-,welentrp
2795,welspun-enterprises-ltd,welproj
2796,welspun-global-brands-ltd-,welglob
2797,welspun-investments-and-commercials-ltd,welinv
2798,wendt-,wendt
2799,wep-solutions-ltd,wepsolutions
2800,west-leisure-resorts-ltd,stk-538382
2801,western-india-shipyard-ltd,wishipyard
2802,wh-brady-&-company-ltd,whbrady
2803,wheels-india-ltd,wheels
2804,whirlpool-of-india-ltd,whirlpool
2805,white-organic-agro-ltd,whitediamond
2806,williamson-magor-&-company-ltd,willamagor
2807,wim-plast-ltd,wimplast
2808,windsor-machines-ltd,windmachin
2809,winsome-breweries-ltd,winsomebrew
2810,winsome-diamonds-and-jewellery-ltd,winsomedj
2811,winsome-textile-industries-ltd,winsometex
2812,winsome-yarns-ltd,winsome
2813,wintac-ltd,wintac
2814,wires-&-fabriks-,wiresfabrik
2815,wisec-global-ltd,wisecglobal
2816,womens-next-loungeries-ltd,stk-538128
2817,wonderla-holidays-ltd,wondrla
2818,worldwide-leather-exports-ltd,worldwidelea
2819,worth-investment-&-trading-co-ltd,stk-538451
2820,wpil-ltd,wpil
2821,ws-industries-,wsi
2822,xchanging-solutions-ltd,xchanging
2823,xl-energy-ltd,xlenergy
2824,xpro-india-ltd,xproindia
2825,yamini-investments-ltd,yaminiinvest
2826,yantra-natural-resources-ltd,yantranatres
2827,yarn-syndicate-ltd,yarnsynd
2828,yash-management-&-satellite-ltd,yashmgmt
2829,yash-papers-ltd,yashpapers
2830,yash-trading-&-finance-ltd,yashtradfin
2831,yashraj-containeurs-ltd,yashrajcont
2832,yogi-infra-projects-ltd,yogiinfra
2833,yuken-india-ltd,yukenindia
2834,yuranus-infrastructure-ltd,yuranusinfra
2835,yuvraaj-hygiene-product-ltd,yuvraajhyg
2836,zandu-realty-ltd,zandurealt
2837,zee-learn-ltd,zeelearn
2838,zee-media-corporation-ltd,zeenews
2839,zen-technologies-ltd,zentech
2840,zenith-birla-,zenithbir
2841,zenith-capitals-ltd,zenithcap
2842,zenith-fibres-ltd,zenithfibres
2843,zenith-health-care-ltd,zenithhealth
2844,zenith-infotech-ltd,zenithinfo
2845,zenlabs-ethica-ltd,nkanthtech
2846,zensar-technologies-ltd,zensartech
2847,zf-steering-gear-,zfsteering
2848,zodiac-clothing-company-ltd,zodiacloth
2849,zodiac-jrd-mkj-ltd,zodjrdmkj
2850,zuari-agro-chemicals-ltd,zuari
2851,zuari-global-ltd,zuariglob
2852,zyden-gentec-ltd,zydengentec
2853,zylog-systems-ltd,zylog
